Original,Furigana,English,JLPT Level
済ませる,すませる,to be finished,N3
角,すみ,corner,N3
墨,すみ,ink,N3
すみません (かん),すみません (かん),"sorry, excuse me",N3
澄む,すむ,"to clear (e.g., weather), to become transparent",N3
清む,すむ,"to clear (e.g., weather), to become transparent",N3
刷る,する,to print,N3
為る,する,"to do, to attempt",N3
鋭い,するどい,"pointed, sharp",N3
すれ違う,すれちがう,to pass by one another,N3
ずれる,ずれる,"move, off the point",N3
正,せい,"(logical) true, regular",N3
生,せい,birth,N3
性,せい,"sex, gender",N3
姓,せい,"surname, family name",N3
所為,せい,"cause, reason, fault",N3
税,ぜい,tax,N3
性格,せいかく,"character, personality",N3
正確,せいかく,"accurate, punctuality, exact",N3
世紀,せいき,century,N3
請求,せいきゅう,"claim, demand, request",N3
税金,ぜいきん,"tax, duty",N3
清潔,せいけつ,clean,N3
制限,せいげん,"restriction, restraint, limitation",N3
成功,せいこう,"success, hit",N3
正式,せいしき,"official, formal",N3
性質,せいしつ,"nature, property, disposition",N3
精神,せいしん,"mind, soul, spirit",N3
成人,せいじん,adult,N3
精々,せいぜい,"at the most, at best",N3
成績,せいせき,"grade (i.e., on a test), academic record",N3
製造,せいぞう,"manufacture, production",N3
贅沢,ぜいたく,"luxury, extravagance",N3
成長,せいちょう,growth,N3
生長,せいちょう,growth,N3
制度,せいど,"system, institution",N3
青年,せいねん,"youth, young man",N3
生年月日,せいねんがっぴ,birth date,N3
製品,せいひん,"manufactured goods, finished goods",N3
政府,せいふ,"government, administration",N3
生物,せいぶつ,"living thing, organism",N3
生命,せいめい,life,N3
整理,せいり,"sorting, arrangement",N3
咳,せき,cough,N3
石炭,せきたん,coal,N3
責任,せきにん,"duty, responsibility",N3
石油,せきゆ,"oil, petroleum, kerosene",N3
世間,せけん,"world, society",N3
説,せつ,theory,N3
積極的,せっきょくてき,"positive, active, proactive",N3
設計,せっけい,"plan, design",N3
絶対,ぜったい,"definitely, without fail, absoluteness",N3
セット,セット,set,N3
愛,あい,love,N3
相変わらず,あいかわらず,"as ever, as usual",N3
愛情,あいじょう,"love, affection",N3
合図,あいず,"sign, signal",N3
アイスクリーム,アイスクリーム,ice cream,N3
愛する,あいする,to love,N3
相手,あいて,partner; addressee; the person you are talking to,N3
あいにく,あいにく,unfortunately,N3
遭う,あう,"to meet, to encounter (undesirable nuance)",N3
アウト,アウト,out,N3
明かり,あかり,"lamplight, light (in general)",N3
空き,あき,"vacancy, opening, space",N3
明らか,あきらか,"obvious, clear",N3
諦める,あきらめる,"to give up, to abandon",N3
飽きる,あきる,"to get tired of, to lose interest in",N3
握手,あくしゅ,handshake,N3
悪魔,あくま,"devil, demon, evil spirit",N3
明ける,あける,"to dawn, to become daylight",N3
揚げる,あげる,"to lift, to fry",N3
挙げる,あげる,"to raise; to list, to cite",N3
預かる,あずかる,to keep (something) for (someone),N3
預ける,あずける,"to give into custody, to deposit",N3
汗,あせ,"sweat, perspiration",N3
与える,あたえる,to give,N3
温かい,あたたかい,warm,N3
暖まる,あたたまる,to warm up,N3
温まる,あたたまる,"to warm oneself, to get warm",N3
暖める,あたためる,"to warm (up to someone/something), to heat (up to someone/something)",N3
温める,あたためる,"to warm, to heat",N3
辺り,あたり,"vicinity, nearby",N3
当たり前,あたりまえ,"usual, common, obvious",N3
当たる,あたる,"to be hit, to be successful",N3
あちこち,あちこち,here and there,N3
扱う,あつかう,"to treat, to handle, to deal with",N3
集まり,あつまり,"gathering, meeting, collection",N3
当てる,あてる,to hit; to apply to,N3
跡,あと,trace; remains; scar,N3
穴,あな,hole,N3
油,あぶら,oil,N3
脂,あぶら,fat,N3
誤り,あやまり,error,N3
粗,あら,"defect, flaw, fault",N3
嵐,あらし,storm,N3
争う,あらそう,"to dispute, to argue, to fight",N3
新た,あらた,"new, fresh",N3
あらゆる,あらゆる,"all, every",N3
表す,あらわす,"to express, to show",N3
現す,あらわす,"to show, to appear, to reveal",N3
著す,あらわす,"to write, to publish",N3
現れ,あらわれ,"expression, indication, sign",N3
現れる,あらわれる,"to appear (v.i.), to become visible; to express",N3
ありがとう,ありがとう,Thank you,N3
在る; 有る,ある,"to live, to be, to exist",N3
或,ある,"a certain..., some...",N3
あるいは,あるいは,"or, perhaps",N3
アルバム,アルバム,album,N3
泡,あわ,"bubble, foam",N3
合わせる,あわせる,to combine,N3
慌てる,あわてる,to become confused、to panic,N3
哀れ,あわれ,"helpless, pity, pathetic",N3
案,あん,"plan, scheme, proposal",N3
案外,あんがい,unexpectedly,N3
暗記,あんき,"memorization, learning by heart",N3
安定,あんてい,"stability, equilibrium",N3
あんなに,あんなに,"to that extent, to that degree",N3
あんまり,あんまり,"not very, not much",N3
胃,い,stomach,N3
委員,いいん,committee member,N3
意外,いがい,"unexpected, surprising",N3
行き,いき,going,N3
行き,ゆき,going,N3
息,いき,breath,N3
勢い,いきおい,"force, vigor, momentum",N3
生き物,いきもの,"living thing, creature",N3
いけない,いけない,"must not do, bad, wrong",N3
医師,いし,"doctor, physician",N3
意思,いし,"intention, purpose",N3
意志,いし,"will, volition",N3
維持,いじ,"maintenance, preservation",N3
意識,いしき,"consciousness, senses",N3
異常,いじょう,"strangeness, abnormality, disorder",N3
意地悪,いじわる,"malicious, mean, unkind",N3
泉,いずみ,"spring, fountain",N3
いずれ,いずれ,"where, which, who",N3
以前,いぜん,in the past; before,N3
板,いた,"board, plank",N3
偉大,いだい,greatness,N3
抱く,いだく,"to hold (v.t.) (written expression), to embrace, to harbor",N3
いたずら,いたずら,"trick, practical joke",N3
いただきます,いただきます,expression of gratitude before meals,N3
痛み,いたみ,"pain, ache, sore",N3
至る,いたる,"to come, to arrive",N3
市,いち,"market, fair",N3
位置,いち,"place, position",N3
一時,いちじ,"for a time, temporarily",N3
一度に,いちどに,all at once,N3
市場,いちば,"market, bazaar",N3
いつか,いつか,"sometime, one day",N3
一家,いっか,"family, clan",N3
一種,いっしゅ,"a species, a kind, a variety",N3
一瞬,いっしゅん,"a moment, an instant",N3
一生,いっしょう,throughout (one's) life,N3
一層,いっそう,"much more, still more",N3
一体,いったい,one object; body; what on earth?; generally,N3
一致,いっち,agreement; conformity,N3
いつでも,いつでも,"(at) any time, always",N3
いつのまにか,いつのまにか,before one knows,N3
一般,いっぱん,"general, average",N3
一方,いっぽう,on the other hand; meanwhile,N3
いつまでも,いつまでも,"forever, for good, eternally",N3
移動,いどう,"migration, movement",N3
従兄弟,いとこ,cousin (male),N3
従姉妹,いとこ,cousin (female),N3
稲,いね,rice-plant,N3
居眠り,いねむり,"dozing, nodding off",N3
命,いのち,life,N3
違反,いはん,"violation (of law), infringement",N3
衣服,いふく,clothes,N3
居間,いま,living room,N3
今に,いまに,"before long, soon",N3
今にも,いまにも,"at any time, soon",N3
イメージ,イメージ,one's image,N3
否,いや,"no, the noes",N3
以来,いらい,"since, henceforth",N3
依頼,いらい,request; dependence,N3
いらいら,いらいら,"getting nervous, irritation",N3
いらっしゃい,いらっしゃい,welcome,N3
医療,いりょう,"medical care, medical treatment",N3
岩,いわ,rock,N3
祝い,いわい,"celebration, festival",N3
祝う,いわう,"to congratulate, to celebrate",N3
言わば,いわば,so to speak,N3
いわゆる,いわゆる,"the so-called, so-to-speak",N3
インク,インク,ink,N3
印刷,いんさつ,printing,N3
印象,いんしょう,impression,N3
引退,いんたい,retirement,N3
インタビュー,インタビュー,interview,N3
引用,いんよう,"quotation, citation",N3
ウイスキー,ウイスキー,whiskey,N3
上,うわ,"upper, outer, surface",N3
魚,うお,fish,N3
うがい,うがい,gargling,N3
受け取る,うけとる,"to receive, to get, to accept",N3
動かす,うごかす,"to move, to shift",N3
兎,うさぎ,"rabbit, hare",N3
牛,うし,"cattle, cow",N3
失う,うしなう,"to lose, to part with",N3
疑う,うたがう,"to doubt, to distrust",N3
宇宙,うちゅう,"universe, cosmos, space",N3
討つ,うつ,"to attack, to avenge",N3
撃つ,うつ,"to attack, to shoot",N3
うっかり,うっかり,carelessly; inadvertently,N3
映す,うつす,"to project, to reflect, to cast (shadow)",N3
訴える,うったえる,"to complain, to appeal, to sue (a person)",N3
写る,うつる,"to be photographed, to be projected",N3
映る,うつる,"to be reflected, to come out (photo)",N3
うなる,うなる,"to groan, to moan",N3
奪う,うばう,"to rob, to deprive",N3
馬,うま,horse; promoted bishop (in Japanese chess known as shogi),N3
生まれ,うまれ,"birth, birth-place",N3
有無,うむ,"yes or no, presence or absence",N3
梅,うめ,"plum, lowest (of a three-tier ranking system)",N3
埋める,うめる,"to bury, to fill up, to fill (a seat, a vacant position)",N3
裏切る,うらぎる,"to betray, to turn traitor",N3
羨ましい,うらやましい,"envious, enviable",N3
売れる,うれる,to be sold,N3
噂,うわさ,"rumor, gossip",N3
運,うん,"fortune, luck",N3
運転,うんてん,"operation, driving",N3
柄,え,"handle (of a sword, dagger, etc.), grip",N3
永遠,えいえん,"eternity, perpetuity, immortality",N3
永久,えいきゅう,"eternity, perpetuity, immortality",N3
影響,えいきょう,"influence, effect",N3
営業,えいぎょう,"business, trade, management",N3
衛星,えいせい,satellite,N3
栄養,えいよう,"nutrition, nourishment",N3
笑顔,えがお,smile (on one's face),N3
描く,えがく,"to draw, to depict, to describe",N3
餌,えさ,"feed, bait",N3
エネルギー,エネルギー,energy (GER: energie),N3
得る,える,"to get, to gain, to win, to learn",N3
得る,うる,"to get, to gain, to win",N3
円,えん,"circle, yen",N3
延期,えんき,"postponement, adjournment",N3
演技,えんぎ,"acting, performance",N3
援助,えんじょ,"assistance, aid, support",N3
エンジン,エンジン,engine,N3
演説,えんぜつ,"speech, address",N3
演奏,えんそう,musical performance,N3
老い,おい,"old age, the aged",N3
追い付く,おいつく,"to overtake, to catch up (with)",N3
王,おう,king,N3
追う,おう,"to chase, to run after",N3
応援,おうえん,"aid, assistance, help",N3
王様,おうさま,king,N3
王子,おうじ,prince,N3
応じる,おうじる,"to adapt, to respond, to comply with",N3
横断,おうだん,crossing,N3
終える,おえる,to finish,N3
大いに,おおいに,"much, considerably (same as 大変 (たいへん)), greatly",N3
覆う,おおう,"to cover, to hide, to conceal",N3
大家,おおや,landlord,N3
丘,おか,"hill, height",N3
沖,おき,open sea,N3
奥,おく,"interior, inner part",N3
贈る,おくる,"to present, to give to, to award to",N3
起こる,おこる,"to occur, to happen",N3
押える,おさえる,"to stop, to restrain, to press down",N3
幼い,おさない,"very young, childish",N3
収める,おさめる,"to store to pay, to supply",N3
納める,おさめる,"to store to pay, to supply",N3
治める,おさめる,"to govern, to manage; to subdue",N3
お辞儀,おじぎ,bow,N3
お洒落,おしゃれ,"smartly dressed, fashion-conscious",N3
お喋り,おしゃべり,"chattering, talk",N3
汚染,おせん,"pollution, contamination",N3
恐らく,おそらく,perhaps,N3
恐れる,おそれる,"to fear, to be afraid of",N3
恐ろしい,おそろしい,"terrible, dreadful",N3
教わる,おそわる,to be taught,N3
お互い,おたがい,"mutual, reciprocal, each other",N3
穏やか,おだやか,"calm, gentle, quiet",N3
男の人,おとこのひと,man,N3
大人しい,おとなしい,"obedient, docile, quiet",N3
劣る,おとる,"to fall behind, to be inferior to",N3
鬼,おに,"ogre, demon, 'it' (e.g.,in a game of tag)",N3
帯,おび,"band, sash",N3
お昼,おひる,"lunch, noon",N3
オフィス,オフィス,office,N3
溺れる,おぼれる,"to be drowned, to indulge in",N3
お前,おまえ,"you (sing), presence (of a high personage)",N3
おめでとう,おめでとう,"Congratulations!, an auspicious occasion!",N3
お目に掛かる,おめにかかる,"meet ~, see ~",N3
思い付く,おもいつく,"to think of, to hit upon",N3
思い出,おもいで,"memories, recollections, reminiscence",N3
主に,おもに,"mainly, primarily",N3
思わず,おもわず,"unintentional, spontaneous",N3
泳ぎ,およぎ,swimming,N3
およそ,およそ,"about, roughly, approximately",N3
及ぼす,およぼす,"to exert, to cause, to exercise",N3
下す,おろす,"to lower, to let go down",N3
降ろす,おろす,"to take down, to launch, to drop",N3
卸す,おろす,"to sell wholesale, grated (vegetables)",N3
音,おん,"sound, note",N3
恩,おん,"favor, obligation, debt of gratitude",N3
温暖,おんだん,warmth,N3
温度,おんど,temperature,N3
可,か,passable,N3
蚊,か,mosquito,N3
課,か,"department, division",N3
カー,カー,car,N3
カード,カード,"card, curd",N3
貝,かい,"shell, shellfish",N3
害,がい,"harm, damage",N3
会員,かいいん,"member, the membership",N3
絵画,かいが,"picture, painting",N3
海外,かいがい,"foreign, abroad, overseas",N3
会計,かいけい,"account, finance",N3
解決,かいけつ,"settlement, solution, resolution",N3
会合,かいごう,"meeting, assembly",N3
外交,がいこう,diplomacy,N3
開始,かいし,"start, commencement, beginning",N3
解釈,かいしゃく,"explanation, interpretation",N3
外出,がいしゅつ,"outing, going out",N3
改善,かいぜん,"betterment, improvement",N3
快適,かいてき,"pleasant, agreeable",N3
回復,かいふく,"recovery (from illness), rehabilitation, restoration",N3
飼う,かう,to keep; to own (a pet); to raise; to feed,N3
帰す,かえす,to send back,N3
代える,かえる,"to exchange, to interchange, to substitute",N3
替える,かえる,"to exchange, to interchange, to substitute",N3
